,Date,User,Tweet
745,2021-12-01 13:35:59+00:00,KOMAHI_UR,"[SURAT TERBUKA UNTUK PAK MENTERI]
••
Halo HI'ers! 

Dengan minimnya respon yang diberikan pihak Rektorat atas kasus pelecehan seksual yang terjadi di lingkungan Universitas Riau, berujung pada jabatan dari pelaku yang masih belum juga dicabut."
746,2021-12-01 13:11:01+00:00,jpnncom,Polisi menerima lagi dua laporan tambahan dari mahasiswi Universitas Sriwijaya yang diduga menjadi korban pelecehan seksual di kampusnya. #pelecehanseksual https://t.co/ljCANmU0nB
747,2021-11-30 23:41:39+00:00,cba_unri,"[PELECEHAN SEKSUAL DALAM BERITA]

Setelah adanya berita kasus pelecehan seksual terhadap mahasiswi di Universitas Riau, kampus lainnya mengungkapkan dan mengangkat bicara terkait kasus yang serupa.

https://t.co/OFGDhqtfk9 https://t.co/BEl5bxcz4k"
748,2021-11-29 15:35:37+00:00,TutyHer4ww,"Salah satu kasus yang sempat menjadi sorotan baru-baru ini yaitu pelecehan seksual yang dilakukan oleh oknum Dosen di salah satu Universitas terhadap mahasiswi bimbingannya. Kejadian tersebut bukanlah satu-satunya, dan bukan yang pertama terjadi di lingkungan Perguruan Tinggi."
749,2021-11-29 14:20:36+00:00,bangstaqm,@schcampus Pelecehan Seksual Terhadap Mahasiswa (Studi Kasus: Pelecehan Seksual di Universitas... ambil aja salah satu jurnal buat kasus nya
750,2021-11-29 09:44:30+00:00,fcirytaleu,"@xyzkyu @hayuk_seblak @AREAJULID jadi kalo dari yang aku pahami sih ya, orang ini tuh malah menghalangi orang lain yang melaporkan adanya pelecehan seksual, dia tuh kayak malah nganggep korban ngerusak nama baik universitas dan dia nganggep korban tuh bohong gitu sama pelaporan yang dibuat"
751,2021-11-29 05:16:37+00:00,BEMFHUNPAD,"Salah satu kasus yang sempat menjadi sorotan baru-baru ini yaitu pelecehan seksual yang dilakukan oleh oknum Dosen di salah satu Universitas terhadap mahasiswi bimbingannya. Kejadian tersebut bukanlah satu-satunya, dan bukan yang pertama terjadi di lingkungan Perguruan Tinggi. https://t.co/4QbGes6cPo"
752,2021-11-28 14:26:18+00:00,KOMAHI_UR,"[SURAT TERBUKA UNTUK PAK MENTERI]
••
Halo HI'ers !

Dengan minimnya respon yang diberikan pihak Rektorat atas kasus pelecehan seksual yang terjadi di lingkungan Universitas Riau, berujung pada jabatan pelaku masih belum juga dicabut. https://t.co/DHszUZFD5F"
753,2021-11-28 00:58:03+00:00,LPMGSUNSRI,"Tuntaskan Kasus Pelecehan Seksual: Korban, Keluarga Korban dan BEM Diintervensi: INDRALAYA, https://t.co/HThcWC4SlZ – Badan Eksekutif Mahasiswa Keluarga Mahasiswa Universitas Sriwijaya (BEM KM Unsri) mengadakan konferensi pers terkait kasus… https://t.co/I6i3iKb9Nz Berita Unsri https://t.co/OSPvF2OUh2"
754,2021-11-26 04:56:40+00:00,korantempo,"LBH Bali menerima 78 laporan kekerasan dan pelecehan seksual yang terjadi di Universitas Udayana. Hingga kini, korban masih trauma. #KoranTempo https://t.co/c5CtqqnI4h"
755,2021-11-25 20:03:36+00:00,korantempo,"LBH Bali menerima 78 laporan kekerasan dan pelecehan seksual yang terjadi di Universitas Udayana. Hingga kini, korban masih trauma. https://t.co/jiFOjJwGd7 #KoranTempo"
756,2021-11-25 13:26:42+00:00,bem_unpad,"[WHAT THEY SAID: PELECEHAN SEKSUAL DI LINGKUNGAN UNIVERSITAS PADJADJARAN]⁣⁣
⁣⁣
Halo, Kema Unpad!⁣⁣
⁣⁣
Dalam rangka mencari informasi yang lebih mendalam mengenai bagaimana pandangan Kema Unpad yang pernah melihat atau mengalami kasus pelecehan seksual di lingkungan Unpad https://t.co/5bGu1Cr5Kr"
757,2021-11-25 06:05:09+00:00,Radensetyaki_,"@farenhey1 @HoofdbureauID Edukasi? Sounds good but doesn't works.

PELAKU PELECEHAN/KEKERASAN SEKSUAL GAK KURANG DIEDUKASI!!

KURANG EDUKASI APA,
SEORANG PENGASUH PONPES
SEORANG DOKTOR UNIVERSITAS
SEORANG PROFESOR UNIVERSITAS
SEORANG POLISI
SEORANG PEJABAT?

Udah paling baner kasih rasa takut!!!"
758,2021-11-25 05:18:54+00:00,Mediarealitas_C,Rektor Universitas Udayana Minta Korban Pelecehan Seksual Buka Suara https://t.co/KWVPktUcNf
759,2021-11-24 09:25:42+00:00,temponewsroom,"Berikut ini artikel-artikelnya:

Pelecehan seksual di Universitas Indonesia dan Universitas Gadjah Mada (gratis)
https://t.co/epXvJlnHcx #DiBalikLiputan
#WabahPredatorSeks"
760,2021-11-24 08:56:05+00:00,tempodotco,Universitas Riau belum menonaktifkan Syafri Harto dari jabatan Dekan Fakultas Ilmu Sosial dan Politik meski telah ditetapkan sebagai tersangka dalam kasus dugaan pelecehan seksual terhadap mahasiswinya. #TempoNasional https://t.co/GKJusWOh89
761,2021-11-24 07:07:13+00:00,aktualofficial,Dekan Universitas Riau Tersangka Pelecehan Seksual Belum Dinonaktifkan https://t.co/vUykp3wpwM
762,2021-11-24 05:17:18+00:00,jubidotcom,"BEM Universitas Sriwijaya kembali menerima laporan dari mahasiswa yang mendapat pelecehan seksual dari dosen. 

Korban yang melapor tiga mahasiswa sedangkan pelaku seorang dosen yang sama.

#PapuanLivesMatter 
https://t.co/SSaAOeu2bJ"
763,2021-11-24 04:35:00+00:00,indoissue,"Badan Eksekutif Mahasiswa Universitas Sriwijaya (BEM Unsri) kembali menerima laporan dari dua mahasiswa yang mendapat pelecehan seksual dari dosen yang sama.

https://t.co/yqTbKqBQLz"
764,2021-11-23 10:56:57+00:00,UPNNEWS_,"《 Dunia Dalam Gita 》

Akhir-akhir ini beberapa kali kita temukan berita yang membahas mengenai pelecehan seksual. Tak disangka, hal tersebut tersebut kebanyakan terjadi di lingkup universitas, dimana yang seharusnya menjadi tempat orang-orang terpelajar. https://t.co/I1Z98akezm"
765,2021-11-23 09:27:56+00:00,onyour__markf,"Kok makin kesini pelecehan seksual kyk dianggap jadi hal yg lumrah ya di mata masyarakat, ngga cuma terjadi di masyarakat kecil tp juga di universitas bahkan instansi besar. Seenggak ada itukah tempat aman buat kita selain rumah?"
766,2021-11-23 06:35:33+00:00,LPMGSUNSRI,"Terduga Oknum Dosen Pelaku Pelecehan Mahasiswi Dipanggil Rektorat: INDRALAYA, https://t.co/HThcWC4SlZ – (23/11) Telah terjadi dugaan pelecehan seksual kepada mahasiswi Universitas Sriwijaya. Terduga oknum dosen pelaku  pelecehan mahasiswi… https://t.co/eTkxobT5Tz Berita Unsri https://t.co/ougOrGfrIT"
767,2021-11-23 02:39:50+00:00,lampungpost_,"Salah seorang guru besar Universitas Indonesia (UI) diduga melakukan tindakan pelecehan seksual. Dugaan pelecehan seksual itu diviralkan akun twitter @IbnuTarsip.

#pelecehanseksual #asusila #Universitasindonesia #lampostco 
https://t.co/2QOK2rO892"
768,2021-11-22 14:39:09+00:00,kumparan,"Tersangka kasus dugaan pelecehan seksual di Universitas Riau, Syafri Harto, diperiksa secara maraton sejak pukul 10.00 WIB hingga 20.30 WIB. #publisherstory https://t.co/idOpKyADd7"
769,2021-11-22 14:06:01+00:00,agus_nugr,"Ya memang benar, pelecehan seksual di kampus itu dari dulu sudah sangat banyak tp ga ada yg muncul ke permukaan terutama kalo pelaku punya nama dan pihak universitas berdalih “menjaga nama baik kampus” 😁"
770,2021-11-22 10:27:35+00:00,temponewsroom,Juga akses gratis ke artikel yang mengungkap cerita guru besar Universitas Indonesia melakukan pelecehan seksual berdalih bimbingan skripsi. Selamat membaca: #MajalahTempo https://t.co/65LLE6pETM
771,2021-11-22 08:44:25+00:00,tempodotco,Pihak Universitas Indonesia angkat bicara soal adanya dugaan tindakan pelecehan seksual yang dilakukan oleh seorang guru besar di kampus tersebut. #TempoMetro https://t.co/0kk58y40FN
772,2021-11-22 02:08:44+00:00,konde_co,"Cerita trauma pelecehan seksual ini datang dari Gendhis, salah satu tenaga pendidik korban pelecehan seksual di Kampus Universitas Indonesia (UI). Sudah 3 tahun mengurus kasus pelecehan seksual, ia malah ditertawai&amp;diabaikan https://t.co/kYzrqijC2j

@KemahasiswaanUI 
@genseksui"
773,2021-11-21 04:05:13+00:00,andreasharsono,Kekerasan seksual tumbuh subur di berbagai kampus. Para korban menghadapi serangan balik dgn tuduhan pencemaran nama. Pelakunya bebas dari tuntutan. Ada cerita pelecehan dilakukan guru besar Universitas Indonesia https://t.co/AA6GUikRgA https://t.co/W7VsNlLNc6
774,2021-11-21 01:20:36+00:00,temponewsroom,Dua mahasiswa Universitas Indonesia menjadi korban pelecehan seksual seorang guru besar etika politik. Perundungan seksual di kampus lain dibongkar mahasiswa.   https://t.co/2pL3U3CO9n #MajalahTempo
775,2021-11-20 11:19:10+00:00,alineadotid,Bunga Lestari--bukan nama sebenarnya—merupakan mahasiswa di Universitas Islam Riau yang pernah menjadi korban pelecehan seksual oleh temannya. https://t.co/j3h5bwtYng menghubung Bunga pada Senin (15/11).
776,2021-11-20 08:44:01+00:00,jpnncom,Pihak Universitas Sriwijaya (Unsri) akhirnya buka suara terkait dugaan pelecehan seksual yang dilakukan oknum dosen di internal kampus tersebut. #pelecehanseksual https://t.co/RBXe1LOnna
777,2021-11-20 02:16:22+00:00,hukumexpert,"(hapusnya kewenangan untuk melakukan penuntutan perkara pelecehan/kekerasan seksual) yang diatur pada Pasal 78 ayat 1 KUHP 

*Sumber:
1. Susi Wiji Utami, Hubungan Antara Kontrol Diri Dengan Pelecehan Seksual Pada Remaja Di Unit Kegiatan Mahasiswa Olahraga Universitas Muhammadiyah"
778,2021-11-19 18:07:07+00:00,voidotid,Rektorat Universitas Sriwijaya (Unsri) membentuk tim panitia adhoc untuk menyelidiki kasus dugaan mahasiswi menjadi korban pelecehan seksual oleh oknum dosen. https://t.co/M27CnGHtLg
779,2021-11-19 11:52:33+00:00,tempodotco,Rektorat Universitas Sriwijaya (Unsri) membentuk tim panitia adhoc untuk menyelidiki kasus dugaan mahasiswi menjadi korban pelecehan seksual oleh oknum dosen. #TempoNasional https://t.co/g70FuDuo0n
780,2021-11-19 11:42:52+00:00,hariankompas,"Polda Riau menetapkan HS, dekan di Universitas Riau, sebagai tersangka kasus pelecehan seksual terhadap mahasiswa berinisial L. #VideoBerita #AdadiKompas https://t.co/GVcRUZoT6l"
781,2021-11-19 09:16:04+00:00,KompasTV,Ketua Komisi X DPR Desak Dosen Universitas Riau yang Diduga Lakukan Pelecehan Seksual Dipecat https://t.co/oqGGeBseNx https://t.co/QYfC8rEBDr
782,2021-11-19 08:15:00+00:00,kompasmuda,"Polda Riau menetapkan Syafri Harto, Dekan FISIP, Universitas Riau, sebagai tersangka kasus dugaan pelecehan seksual terhadap mahasiswi bimbingannya. Baca di sini. #adadikompas #dikbud https://t.co/SbMaH5t3y8"
783,2021-11-19 07:21:02+00:00,kumparan,Kasus dugaan pelecehan seksual mahasiswi Unsri oleh terduga oknum dosen kembali mencuat. Universitas Sriwijaya sebut tudingan itu baru sepihak. #publisherstory https://t.co/eHWykKEf3S
784,2021-11-19 07:02:25+00:00,urbanasiacom,"Presiden Badan Eksekutif Mahasiswa Universitas Riau (UNRI), Kaharuddin mendesak rektorat bertindak tegas terkait kasus dugaan pelecehan seksual terhadap mahasiswi yang menjerat Dekan FISIP UNRI Syafri Harto!
https://t.co/RhQae8DJn5"
785,2021-11-19 05:51:21+00:00,korantempo,"Polda Riau menetapkan Dekan FISIP Universitas Riau, Syafri Harto, sebagai tersangka pelecehan seksual terhadap mahasiswinya. Kampus harus menjadi ruang aman bagi mahasiswa, bukan ruang bebas bagi predator seksual. #KoranTempo https://t.co/E22NBkN71H"
786,2021-11-19 05:30:00+00:00,tribunnewswiki,"SH, seorang Dosen di Universitas Riau (Unri) ditetapkan tersangka atas kasus dugaan pelecehan seksual terhadap mahasiswi.

https://t.co/KTWO5jf6gk"
787,2021-11-19 01:54:43+00:00,tempodotco,"Syafri Harto, Dekan Fakultas Ilmu Sosial dan Politik Universitas Riau (Fisip Unri) sudah ditetapkan sebagai tersangka oleh Polda Riau dalam kasus pelecehan seksual terhadap salah satu mahasiswi Unri. #TempoNasional https://t.co/71a12JlqNs"
788,2021-11-19 00:16:10+00:00,detikcom,"Komnas Perempuan menyayangkan kasus dugaan pelecehan seksual terhadap mahasiswi oleh dosen kembali terjadi di Universitas Sriwijaya (Unsri), Palembang. https://t.co/TvqrNbE0PU"
789,2021-11-18 20:22:33+00:00,korantempo,"Polda Riau menetapkan Dekan FISIP Universitas Riau, Syafri Harto, sebagai tersangka pelecehan seksual terhadap mahasiswinya. Kampus harus menjadi ruang aman bagi mahasiswa, bukan ruang bebas bagi predator seksual. https://t.co/U1jt0wHerx #KoranTempo"
790,2021-11-18 17:37:02+00:00,FirmRei,"Dugaan Pelecehan Seksual di Universitas Riau, Dosen Jadi Tersangka https://t.co/eMZ0BZXJJA"
791,2021-11-18 16:27:22+00:00,FirmRei,"Dugaan Pelecehan Seksual di Universitas Riau, Dosen Jadi Tersangka https://t.co/Z0vYY3utar"
792,2021-11-18 16:18:50+00:00,FirmRei,"Dugaan Pelecehan Seksual di Universitas Riau, Dosen Jadi Tersangka https://t.co/vp7rLw5eCz"
793,2021-11-18 14:26:33+00:00,asumsico,"Meski sudah ditersangkakan polisi kasus pelecehan seksual, Dekan cabul di Universitas Riau masih aktif sampai saat ini.

https://t.co/ZsIXRXcjq7"
794,2021-11-18 13:05:08+00:00,ugmtoday,"Kamis (18/11), penyidik Polda Riau sudah menetapkan Dekan FISIP Universitas Riau (Unri), Syafri Harto, sebagai tersangka dalam kasus dugaan pelecehan seksual terhadap mahasiswi Unri. https://t.co/IaaC4AW0rd"
795,2021-11-18 11:49:18+00:00,tempodotco,"Sujianto, mengatakan pihaknya telah melakukan rapat  merespons penetapan tersangka Dekan Fakultas Ilmu Sosial dan Ilmu Politik Universitas Riau, Syafri Harto, dalam kasus dugaan pelecehan seksual. #TempoNasional https://t.co/apsY0os7Zm"
796,2021-11-18 11:15:00+00:00,hariankompas,"Polda Riau menetapkan Dekan FISIP Universitas Riau, sebagai tersangka kasus dugaan pelecehan seksual. Dekan tersebut diduga melakukan pelecehan seksual terhadap mahasiswa bimbingannya. #Dikbud #AdadiKompas @jolasastra

https://t.co/iwHyPdIR7P"
797,2021-11-18 09:24:02+00:00,kumparan,"Hingga hari ini, Rektor Universitas Riau belum menonaktifkan Dekan FISIP, Syafri Harto, usai ditetapkan tersangka dalam kasus dugaan pelecehan seksual. #publisherstory https://t.co/adtNQPQMFU"
798,2021-11-18 09:00:01+00:00,kompascom,"Dosen sekaligus Dekan FISIP Universitas Riau (UNRI), Syafri Harto ditetapkan sebagai tersangka atas kasus dugaan pelecehan seksual terhadap seorang mahasiswi berinisial L. / #Regional

https://t.co/4Fk095iSHP"
799,2021-11-18 08:05:02+00:00,jpnncom,Penyidik Direktorat Reserse Kriminal Umum Polda Riau menetapkan Dekan Fisip Universitas Riau (Unri) berinisial SH sebagai tersangka pelecehan seksual. #pelecehanseksual https://t.co/qSicSNBlFt
800,2021-11-18 03:56:12+00:00,DamarJuniarto,"Dekan Fisip Universitas Riau Syafri Harto resmi ditetapkan sebagai tersangka oleh Penyidik Ditreskrimum Polda Riau. Syafri Harto ditetapkan jadi tersangka atas kasus  dugaan pelecehan seksual mahasiswa Unri.

https://t.co/TjFBjGpd22"
801,2021-11-18 03:05:05+00:00,_yangmanusia,"Penyidik Polda Riau menetapkan Syafri Harto, Dekan FISIP Universitas Riau, sebagai tersangka dugaan pelecehan seksual terhadap mahasiswi bimbingan skripsinya.https://t.co/tpWc3ikkWg"
802,2021-11-18 02:31:49+00:00,Zian_pradhana,"Sebuah kemenangan.

Penyidik Polda Riau menetapkan Syafri Harto, Dekan FISIP Universitas Riau, sebagai tersangka dugaan pelecehan seksual terhadap mahasiswi bimbingan skripsinya. #publisherstory https://t.co/tNvSRdCa6K"
803,2021-11-18 02:28:48+00:00,kumparan,"Penyidik Polda Riau sudah menetapkan Dekan FISIP Universitas Riau, Syafri Harto, sebagai tersangka dalam kasus dugaan pelecehan seksual terhadap mahasiswi bimbingan skripsinya, L. #TopNews https://t.co/Rn6SZoISYQ https://t.co/B2u6UAWfWQ"
804,2021-11-18 02:13:31+00:00,GunRomli,"Penyidik Polda Riau menetapkan Syafri Harto, Dekan FISIP Universitas Riau, sebagai tersangka dugaan pelecehan seksual terhadap mahasiswi bimbingan skripsinya
 https://t.co/psZmAP8Qhj

Keren 👍👍 Dukung Perlawanan thdp Pelecehan dan Kekerasan Seksual di Lembaga Pendidikan ✊"
805,2021-11-18 02:10:15+00:00,kumparan,"Penyidik Polda Riau menetapkan Syafri Harto, Dekan FISIP Universitas Riau, sebagai tersangka dugaan pelecehan seksual terhadap mahasiswi bimbingan skripsinya. #publisherstory https://t.co/amxidHNZdQ"
806,2021-11-17 15:57:15+00:00,bemkmunsri,"*[KRONOLOGIS GERAKAN]*
Dugaan Kasus Pelecehan Seksual di Universitas Sriwijaya

*#KAMI BERSAMA KORBAN*
Mengajak seluruh KM Universitas Sriwijaya untuk mengawal kasus tindak pelecehan seksual yang ada dikampus kita tercinta.

https://t.co/Rl8AEPwisP https://t.co/tLl6lbobs6"
807,2021-11-17 15:26:22+00:00,gvantxng,@bertanyarl pelecehan seksual di lingkup universitas semenjak permendikbud 30 disahkan
808,2021-11-17 08:11:38+00:00,infoPKU,"Sebelumnya, Dodi Fernando, Kuasa Hukum dari Dekan Fisip Universitas Riau, Syafri Harto, menilai ada indikasi pelapor kasus dugaan pelecehan seksual di lingkungan kampus Unri terlibat prostitusi online."
809,2021-11-17 08:11:36+00:00,infoPKU,"Lembaga Bantuan Hukum (LBH) yang mengawal kasus dugaan pelecehan seksual di kampus Universitas Riau, angkat bicara soal tudingan kliennya, mahasiswi Unri disebut terindikasi prostitusi online. 

Sumber: https://t.co/EUFosIv1hR
#infoPKU #Pekanbaru #pelecehanseksual https://t.co/UJvzKukQUk"
810,2021-11-16 13:21:05+00:00,KOMAHI_UR,"komitmen mereka terhadap penuntasan kasus ini. 

Hingga saat ini, perjuangan KOMAHI serta seluruh elemen mahasiswa Universitas Riau yang bersolidaritas dalam mengusut kasus pelecehan seksual ini tidak luntur. Komitmen  telah disepakati untuk mengawal kasus ini hingga tuntas"
811,2021-11-16 13:21:04+00:00,KOMAHI_UR,"menyatakan sikap untuk mengecam keras seluruh tindakan pelecehan seksual yang terjadi di Universitas Riau dan akan mengusut kasus ini sampai tuntas. 
Pimpinan UNRI juga telah menandatangani spanduk solidaritas serta spanduk yang dikirim dari matanajwa kepada KOMAHI sebagai bentuk"
812,2021-11-16 09:00:00+00:00,okezonenews,"Kasus pelecehan seksual yang diduga dilakukan dekan kepada mahasiswinya di Universitas Riau menambah daftar kasus pelecehan seksual di lingkungan pendidikan,

https://t.co/UAeoDEugwW https://t.co/PWJy2IFEPs"
813,2021-11-16 06:24:26+00:00,inong911,@Agungbroto_PSI @hansssolo Undang-undang ini untuk melindungi siswa-siswi di sekolah maupun di universitas dari pelecehan seksual. Loh kok malah di protes ? Yang protes orang-orang agamis pula 😭
814,2021-11-14 13:31:57+00:00,himafifmipaunri,"pelecehan seksual. ⁣Kegiatan  ini ditaja oleh Dinas Advokasi HIMAFI FMIPA Universitas Riau.
⁣
Wah seru bangetkan, kira kira apalagi ya kegiatan kita dalam seminggu kedepan?⁣
⁣
Jangan lupa pantengin terus yaa🥰⁣

HIMAFI ...⁣⁣⁣
Jaya Jaya Jaya 🔥🔥🔥 ⁣⁣⁣"
815,2021-11-14 08:30:05+00:00,Yahoo_ID,"Lelucon Cabul Dilarang, Ini Aturan Pelecehan Seksual di Universitas Harvard https://t.co/9yMvNt1gEV https://t.co/tphwnOT4lK"
816,2021-11-14 06:14:11+00:00,senja_matata,"Cetuskan Gerakan Saya Berani, Ini Misi PKM Fakultas Hukum Universitas Pakuan Lawan Pelecehan Seksual Anak https://t.co/2FaPQJq6Df"
817,2021-11-14 05:35:01+00:00,capsi_twt,"Hai Capster!✨ Ramainya video viral yang diunggah oleh akun Instagram @KOMAHI_UR berisi pengakuan mahasiswi Universitas Riau yang mendapatkan pelecehan seksual dari oknum dosen membuat banyak pihak terkejut.

Lalu, apa saja dampak pelecehan seksual secara psikologis?

A thread https://t.co/CBI492mSsR"
818,2021-11-12 10:29:48+00:00,ranu100876,Tahu dan sudah lama dengar sering terjadi pelecehan seksual di universitas oleh oknum2 dekan..@Bem UI diem ga demon nuntut dekan mundur'..apa Karana ga ada bayaran dan nasbung 🙈🤭😂 https://t.co/atvDBHsHSG
819,2021-11-12 10:04:01+00:00,Rahman84686563,"@kangcingcau @DefUncle @cholilnafis @MUIPusat cb cek kasus2 pelecehan seksual oleh guru ngaji, di pondok pesantren, universitas islam, apakah pernah @MUIPusat bersuara atau kalaupun pernah, seberapa sering ?"
820,2021-11-12 09:17:02+00:00,adrachmal,"anjir padahal permendikbud ini isinya untuk melindungi adanya segala bentuk pelecehan, kekerasaan, dan paksaan secara seksual terutama di lingkungan universitas. gunanya agar korban punya payung perlindungan dari permendikbud ini. https://t.co/aw5w458OgH"
821,2021-11-12 07:06:08+00:00,KompasTV,"Universitas Riau Bungkam soal Pelecehan Seksual, LBH Pekanbaru: Ini Mengecewakan https://t.co/eNy7GuSvVn https://t.co/CNqYHxQDXH"
822,2021-11-12 04:03:49+00:00,syphayoaku,"@Hadisofyand @gitaputrid Dan tolong sebelum bergama, mohon banget untuk berprikemanusiaan dulu. Jgn apa2 dibenturkan agama. Pesantren jd tempat kedua tertinggi dalam pelecehan seksual setelah universitas. Dan lo mau dengerin org yg nutupin kejahatannya dgn ayat yg mereka curi dr kitab suci?"
823,2021-11-12 02:38:40+00:00,himafifmipaunri,"Hari Ini Banget OBSESI
""Jangan Mundur, Pelecehan Seksual Harus Dikupas Tuntas""

Hallo Fisikawan Muda Universitas Riau 👋
Tidak terasa hari ini akan diadakan OBSESI yang diselenggarakan pada:"
824,2021-11-12 00:22:51+00:00,BidikUtama,"https://t.co/JHyTZdAVNg - Korban pelecehan seksual mahasiswa Universitas Sultan Ageng Tirtayasa (Untirta) didampingi kuasa hukum dan keluarga, penuhi panggilan pihak rektorat...

Selengkapnya: https://t.co/x0L4F1rMck https://t.co/F5mYc5SAYC"
825,2021-11-11 13:12:48+00:00,bemsvipb,"[KASUS PELECEHAN SEKSUAL DI PERGURUAN TINGGI]

Hallo Voks!

Telah terjadi lagi kasus pelecehan seksual oleh dosen Universitas Sriwijaya saat memberikan konsultasi atas skripsi mahasiswinya https://t.co/a8OtcSILbf"
826,2021-11-11 09:24:06+00:00,MataNajwa,"Mata Najwa - Ringkus Predator Seksual Kampus (Part 2)
https://t.co/OaeQaelG7I

Ms. N, korban pelecehan seksual di salah satu universitas di Jawa Timur, berhenti kuliah karena mengalami trauma.
#RingkusPredatorSeksualKampus"
827,2021-11-11 08:39:54+00:00,binokularid,"Seorang mahasiswi HI Universitas Riau melaporkan pelecehan seksual yang dilakukan oleh dosennya ke kampus. Alih-alih mendapatkan keadilan, ia diintimidasi dan ditekan agar tutup mulut. https://t.co/G3b4az5M3t"
828,2021-11-11 06:06:00+00:00,KompasTV,"Setelah lima jam menjalani pemeriksaan, SH yang diduga pelaku pelecehan seksual di Universitas Riau, bungkam saat keluar dari ruang pemeriksaan Direktorat Kriminal Umum Polda Riau.

Selengkapnya di https://t.co/1hN6HaQMfk https://t.co/SNxo4mAbOM"
829,2021-11-11 04:17:05+00:00,KompasTV,Dosen Universitas Riau Bungkam Usai Diperiksa 5 Jam Kasus Dugaan Pelecehan Seksual https://t.co/7nlXa21f8N https://t.co/oe2jJkzRkv
830,2021-11-11 03:10:51+00:00,Bahana_Riau,"Pelecehan seksual di Universitas Riau atau UNRI tempuh jalur hukum, baik korban dan pelaku. 

Baca selengkapnya di https://t.co/0gmv4Lbxln

#PelecehanSeksualUNRI https://t.co/dRFHIXfCwL"
831,2021-11-11 03:09:57+00:00,himafifmipaunri,"1 Hari Lagi OBSESI
Jangan Mundur, Pelecehan Seksual Harus Dikupas Tuntas

Hallo Fisikawan Muda Universitas Riau 👋
Tidak terasa 1 hari lagi OBSESI akan diadakan nih. Kira kira kapan ya 🤔"
832,2021-11-11 02:32:41+00:00,infoPKU,"Kabar terbaru terkait kasus dugaan pelecehan seksual yang dialami seorang mahasiswi Universitas Riau (Unri). Kasus tersebut kini ditangani Polda Riau

#beritaPKU
https://t.co/U8c8CKvxiP"
833,2021-11-10 23:59:57+00:00,detikcom,Kabar terbaru terkait kasus dugaan pelecehan seksual yang dialami seorang mahasiswi Universitas Riau (Unri). Kasus tersebut kini ditangani Polda Riau. https://t.co/0qNuhuxKP7
834,2021-11-10 14:30:00+00:00,hariankompas,"Penanganan kasus pelecehan seksual di Universitas Riau diambil alih Polda Riau. Polisi juga sudah memeriksa enam orang saksi dan terlapor. #VideoBerita #AdadiKompas

https://t.co/s9xhYqhC3n"
835,2021-11-10 13:56:04+00:00,machiatokopi,@whtheheal masalah pelecehan seksual di universitas
836,2021-11-10 13:25:25+00:00,Untirta_TV,"Saat ini di Indonesia sedang ramai terjadi kasus pelecehan seksual, baik di tempat kerja, sekolah, universitas maupun di tempat umum lainnya. Ramainya kasus pelecehan seksual ini tak lepas dari respon masyarakat yang berempati atau bahkan justru menyalahkan korban"
837,2021-11-10 12:33:05+00:00,orangetvpremier,Kronologi Lengkap Kasus Pelecehan Seksual Dekan Fisip kepada Mahasiswi di Universitas Riau https://t.co/lvD6rD6zUB https://t.co/qLfKvxmX2k
838,2021-11-10 08:25:50+00:00,yoshu_sudarso,Penyataan Sikap Komnas Perempuan atas kasus pelecehan seksual di Universitas Riau.  https://t.co/DILLKI4pXk
839,2021-11-10 08:08:20+00:00,WPBergerak,"Dekan Fakultas Ilmu Sosial dan Ilmu Politik (FISIP) Universitas Riau, Syafri Harto, dilaporkan ke polisi terkait dugaan pelecehan seksual terhadap seorang mahasiswi. via @kompascom 
https://t.co/g89bUdU8ih"
840,2021-11-10 04:55:59+00:00,himafifmipaunri,"2 Hari Lagi OBSESI
Jangan Mundur, Pelecehan Seksual Harus Dikupas Tuntas

Hallo Fisikawan Muda Universitas Riau 👋
Tidak terasa 2 hari lagi OBSESI akan diadakan nih. Kira kira kapan ya 🤔"
841,2021-11-09 09:21:04+00:00,himafifmipaunri,"3 Hari Lagi OBSESI
Jangan Mundur, Pelecehan Seksual Harus Dikupas Tuntas

Hallo Fisikawan Muda Universitas Riau 👋
Tidak terasa 3 hari lagi OBSESI akan diadakan nih. Kira kira kapan ya 🤔"
842,2021-11-09 07:59:17+00:00,txtkarangmalang,"Dear @unyofficial 

Universitas harus berinisiatif untuk membuat panduan untuk korban pelecehan seksual di kampus mengingat UU PKS belum disahkan. 

Yuk, terus kampanye soal ini @mahasiswauenyeh @ruangamanuny. https://t.co/AninrxSBq5"
843,2021-11-09 06:30:19+00:00,Himapbsifkipur1,Mencuatnya pengakuan dugaan pelecehan seksual di lingkungan kampus Universitas Riau ternyata juga memantik pengakuan pelecehan seksual lainnya yang terjadi di lingkungan tersebut.
844,2021-11-09 06:30:13+00:00,Himapbsifkipur1,"Pasca viralnya video pengakuan tentang dugaan pelecehan seksual saat bimbingan skripsi, seorang mahasiswi jurusan Hubungan Internasional Universitas Riau telah melapor ke Kepolisian pada Jumat, 5 November 2021. https://t.co/8pAaH5fpOQ"
845,2021-11-09 06:30:09+00:00,Himapbsifkipur1,"Pekanbaru (09/11/2021) - Dugaan kasus pelecehan seksual yang terjadi di lingkungan Universitas Riau, kini telah bergulir ke ranah hukum. Terduga korban seorang mahasiswi dan terduga pelaku seorang Dekan FISIP Universitas Riau, sama-sama membuat laporan ke polisi. https://t.co/TbolEGSiYi"
